character_name,story_name,primary_archetype,match_type,imdb_tconst,imdb_titleType,imdb_primaryTitle,imdb_startYear,imdb_genres
Denny Crane,Boston Legal,Adventurer-Demon,exact,tt0402711,tvSeries,Boston Legal,2004.0,"Comedy,Crime,Drama"
Shirley Schmidt,Boston Legal,Hero,exact,tt0402711,tvSeries,Boston Legal,2004.0,"Comedy,Crime,Drama"
Remy,Ratatouille,Angel-Hero-Adventurer,exact,tt0382932,movie,Ratatouille,2007.0,"Adventure,Animation,Comedy"
Alfredo Linguini,Ratatouille,Fool-Angel-Outcast,exact,tt0382932,movie,Ratatouille,2007.0,"Adventure,Animation,Comedy"
Chef Skinner,Ratatouille,Traditionalist-Demon,exact,tt0382932,movie,Ratatouille,2007.0,"Adventure,Animation,Comedy"
Lucifer Morningstar,Lucifer,Hero-Demon-Adventurer,exact,tt0339325,tvMovie,Lucifer,1966.0,Drama
Chloe Decker,Lucifer,Hero,exact,tt0339325,tvMovie,Lucifer,1966.0,Drama
Dan Espinoza,Lucifer,Traditionalist-Brute-Outcast,exact,tt0339325,tvMovie,Lucifer,1966.0,Drama
Amenadiel,Lucifer,Angel-Hero,exact,tt0339325,tvMovie,Lucifer,1966.0,Drama
Mazikeen,Lucifer,Hero-Adventurer-Demon,exact,tt0339325,tvMovie,Lucifer,1966.0,Drama
Linda Martin,Lucifer,Angel-Hero,exact,tt0339325,tvMovie,Lucifer,1966.0,Drama
Moiraine Damodred,Wheel of Time,Hero,fuzzy,tt7462410,tvSeries,The Wheel of Time,2021.0,"Action,Adventure,Drama"
Nynaeve al'Meara,Wheel of Time,Hero,fuzzy,tt7462410,tvSeries,The Wheel of Time,2021.0,"Action,Adventure,Drama"
Egwene al'Vere,Wheel of Time,Adventurer-Angel-Hero,fuzzy,tt7462410,tvSeries,The Wheel of Time,2021.0,"Action,Adventure,Drama"
Rand al'Thor,Wheel of Time,Brute-Outcast-Hero,fuzzy,tt7462410,tvSeries,The Wheel of Time,2021.0,"Action,Adventure,Drama"
Perrin Aybara,Wheel of Time,Lone Wolf-Angel-Outcast,fuzzy,tt7462410,tvSeries,The Wheel of Time,2021.0,"Action,Adventure,Drama"
Mat Cauthon,Wheel of Time,Outcast-Adventurer-Demon,fuzzy,tt7462410,tvSeries,The Wheel of Time,2021.0,"Action,Adventure,Drama"
Olivia Pope,Scandal,Hero,exact,tt0006008,movie,Scandal,1915.0,Drama
Abby Whelan,Scandal,Diva-Hero,exact,tt0006008,movie,Scandal,1915.0,Drama
Quinn Perkins,Scandal,Demon-Hero-Outcast,exact,tt0006008,movie,Scandal,1915.0,Drama
Huck,Scandal,Hero-Lone Wolf-Outcast,exact,tt0006008,movie,Scandal,1915.0,Drama
Cyrus Beene,Scandal,Hero-Demon,exact,tt0006008,movie,Scandal,1915.0,Drama
David Rosen,Scandal,Angel-Traditionalist-Hero,exact,tt0006008,movie,Scandal,1915.0,Drama
Mellie Grant,Scandal,Demon-Diva-Hero,exact,tt0006008,movie,Scandal,1915.0,Drama
Fitzgerald Grant,Scandal,Demon-Hero-Diva,exact,tt0006008,movie,Scandal,1915.0,Drama
Jake Ballard,Scandal,Demon-Hero,exact,tt0006008,movie,Scandal,1915.0,Drama
Rowan Pope,Scandal,Hero-Demon,exact,tt0006008,movie,Scandal,1915.0,Drama
Ennis Del Mar,Brokeback Mountain,Lone Wolf-Traditionalist-Outcast,exact,tt0388795,movie,Brokeback Mountain,2005.0,"Drama,Romance"
Jack Twist,Brokeback Mountain,Adventurer,exact,tt0388795,movie,Brokeback Mountain,2005.0,"Drama,Romance"
Billy Costigan,The Departed,Lone Wolf-Outcast-Hero,exact,tt0407887,movie,The Departed,2006.0,"Crime,Drama,Thriller"
Colin Sullivan,The Departed,Traditionalist-Hero-Demon,exact,tt0407887,movie,The Departed,2006.0,"Crime,Drama,Thriller"
Frank Costello,The Departed,Hero-Demon,exact,tt0407887,movie,The Departed,2006.0,"Crime,Drama,Thriller"
Sgt. Sean Dignam,The Departed,Brute-Hero-Demon,exact,tt0407887,movie,The Departed,2006.0,"Crime,Drama,Thriller"
Capt. Oliver Queenan,The Departed,Angel-Traditionalist-Hero,exact,tt0407887,movie,The Departed,2006.0,"Crime,Drama,Thriller"
Dr. Madolyn Madden,The Departed,Diva-Angel-Hero,exact,tt0407887,movie,The Departed,2006.0,"Crime,Drama,Thriller"
Rick Sanchez,Rick and Morty,Demon,exact,tt2861424,tvSeries,Rick and Morty,2013.0,"Adventure,Animation,Comedy"
Morty Smith,Rick and Morty,Fool-Angel-Outcast,exact,tt2861424,tvSeries,Rick and Morty,2013.0,"Adventure,Animation,Comedy"
Summer Smith,Rick and Morty,Brute-Adventurer-Demon,exact,tt2861424,tvSeries,Rick and Morty,2013.0,"Adventure,Animation,Comedy"
Jyn Erso,Rogue One,Lone Wolf-Hero,exact,tt22176242,movie,Rogue One,2017.0,"Action,Adventure,Comedy"
Cassian Andor,Rogue One,Demon-Lone Wolf-Hero,exact,tt22176242,movie,Rogue One,2017.0,"Action,Adventure,Comedy"
Robin Hood,Robin Hood,Hero-Adventurer,exact,tt1939738,short,Robin Hood,1908.0,"Drama,Short"
Maid Marian,Robin Hood,Hero-Angel,exact,tt1939738,short,Robin Hood,1908.0,"Drama,Short"
Little John,Robin Hood,Brute-Adventurer-Angel,exact,tt1939738,short,Robin Hood,1908.0,"Drama,Short"
Friar Tuck,Robin Hood,Angel,exact,tt1939738,short,Robin Hood,1908.0,"Drama,Short"
Prince John,Robin Hood,Diva-Demon,exact,tt1939738,short,Robin Hood,1908.0,"Drama,Short"
Sheriff of Nottingham,Robin Hood,Brute-Demon,exact,tt1939738,short,Robin Hood,1908.0,"Drama,Short"
Romeo Montague,Romeo and Juliet,Diva-Adventurer,exact,tt0000754,short,Romeo and Juliet,1908.0,"Drama,Romance,Short"
Juliet Capulet,Romeo and Juliet,Diva-Adventurer,exact,tt0000754,short,Romeo and Juliet,1908.0,"Drama,Romance,Short"
Friar Laurence,Romeo and Juliet,Hero-Angel,exact,tt0000754,short,Romeo and Juliet,1908.0,"Drama,Romance,Short"
Mercutio,Romeo and Juliet,Demon-Adventurer,exact,tt0000754,short,Romeo and Juliet,1908.0,"Drama,Romance,Short"
The Nurse,Romeo and Juliet,Brute-Angel-Hero,exact,tt0000754,short,Romeo and Juliet,1908.0,"Drama,Romance,Short"
Benvolio,Romeo and Juliet,Brute-Hero-Diva,exact,tt0000754,short,Romeo and Juliet,1908.0,"Drama,Romance,Short"
Owen Grady,Jurassic World,Lone Wolf-Hero-Adventurer,,,,,,
Claire Dearing,Jurassic World,Diva-Hero,,,,,,
Guy Montag,Fahrenheit 451,Outcast-Hero,exact,tt0060390,movie,Fahrenheit 451,1966.0,"Drama,Sci-Fi"
Linda Montag,Fahrenheit 451,Fool-Diva-Traditionalist,exact,tt0060390,movie,Fahrenheit 451,1966.0,"Drama,Sci-Fi"
Clarisse McClellan,Fahrenheit 451,Geek-Hero-Adventurer,exact,tt0060390,movie,Fahrenheit 451,1966.0,"Drama,Sci-Fi"
Shinji Ikari,Neon Genesis Evangelion,Geek-Traditionalist-Outcast,exact,tt0112159,tvSeries,Neon Genesis Evangelion,1995.0,"Action,Animation,Drama"
Misato Katsuragi,Neon Genesis Evangelion,Hero-Adventurer,exact,tt0112159,tvSeries,Neon Genesis Evangelion,1995.0,"Action,Animation,Drama"
Ritsuko Akagi,Neon Genesis Evangelion,Traditionalist-Hero,exact,tt0112159,tvSeries,Neon Genesis Evangelion,1995.0,"Action,Animation,Drama"
Rei Ayanami,Neon Genesis Evangelion,Hero-Geek-Traditionalist,exact,tt0112159,tvSeries,Neon Genesis Evangelion,1995.0,"Action,Animation,Drama"
Asuka Langly Soryu,Neon Genesis Evangelion,Hero-Adventurer-Demon,exact,tt0112159,tvSeries,Neon Genesis Evangelion,1995.0,"Action,Animation,Drama"
Kozo Fuyutsuki,Neon Genesis Evangelion,Hero-Traditionalist,exact,tt0112159,tvSeries,Neon Genesis Evangelion,1995.0,"Action,Animation,Drama"
Dexter Morgan,Dexter,Hero,exact,tt0286587,short,Dexter,2002.0,"Adventure,Drama,Short"
Rita Bennett,Dexter,Angel,exact,tt0286587,short,Dexter,2002.0,"Adventure,Drama,Short"
Debra Morgan,Dexter,Adventurer-Outcast-Hero,exact,tt0286587,short,Dexter,2002.0,"Adventure,Drama,Short"
James Doakes,Dexter,Brute-Demon-Hero,exact,tt0286587,short,Dexter,2002.0,"Adventure,Drama,Short"
Maria LaGuerta,Dexter,Hero,exact,tt0286587,short,Dexter,2002.0,"Adventure,Drama,Short"
Angel Batista,Dexter,Brute-Angel-Adventurer,exact,tt0286587,short,Dexter,2002.0,"Adventure,Drama,Short"
Harry Morgan,Dexter,Traditionalist-Hero,exact,tt0286587,short,Dexter,2002.0,"Adventure,Drama,Short"
Vince Masuka,Dexter,Diva-Geek-Adventurer,exact,tt0286587,short,Dexter,2002.0,"Adventure,Drama,Short"
Thomas Matthews,Dexter,Demon-Hero-Traditionalist,exact,tt0286587,short,Dexter,2002.0,"Adventure,Drama,Short"
Joey Quinn,Dexter,Adventurer-Brute-Demon,exact,tt0286587,short,Dexter,2002.0,"Adventure,Drama,Short"
Eleanor Shellstrop,The Good Place,Demon-Adventurer,exact,tt4955642,tvSeries,The Good Place,2016.0,"Comedy,Drama,Fantasy"
Chidi Anagonye,The Good Place,Hero-Traditionalist-Angel,exact,tt4955642,tvSeries,The Good Place,2016.0,"Comedy,Drama,Fantasy"
Tahani Al-Jamil,The Good Place,Hero-Diva,exact,tt4955642,tvSeries,The Good Place,2016.0,"Comedy,Drama,Fantasy"
Janet,The Good Place,Angel-Hero,exact,tt4955642,tvSeries,The Good Place,2016.0,"Comedy,Drama,Fantasy"
Jason Mendoza,The Good Place,Fool-Adventurer,exact,tt4955642,tvSeries,The Good Place,2016.0,"Comedy,Drama,Fantasy"
Michael,The Good Place,Geek-Diva-Hero,exact,tt4955642,tvSeries,The Good Place,2016.0,"Comedy,Drama,Fantasy"
Beowulf,Beowulf,Brute-Demon-Hero,exact,tt7694546,movie,Beowulf,2018.0,"Action,Drama,Fantasy"
Dr. Gregory House,"House, M.D.",Hero-Demon,,,,,,
Dr. Lisa Cuddy,"House, M.D.",Hero,,,,,,
Dr. James Wilson,"House, M.D.",Hero-Angel,,,,,,
Dr. Eric Foreman,"House, M.D.",Traditionalist-Hero,,,,,,
Dr. Robert Chase,"House, M.D.",Adventurer-Hero-Diva,,,,,,
Dr. Allison Cameron,"House, M.D.",Diva-Angel-Hero,,,,,,
Martin Brody,Jaws,Hero,exact,tt0273693,short,Jaws,1978.0,"Comedy,Short"
Quint,Jaws,Hero-Lone Wolf-Demon,exact,tt0273693,short,Jaws,1978.0,"Comedy,Short"
Matt Hooper,Jaws,Geek-Outcast-Hero,exact,tt0273693,short,Jaws,1978.0,"Comedy,Short"
Sebastian Wilder,La La Land,Adventurer-Hero,exact,tt0903629,short,La La Land,2006.0,"Comedy,Short"
Mia Dolan,La La Land,Angel-Adventurer-Hero,exact,tt0903629,short,La La Land,2006.0,"Comedy,Short"
Sayid Jarrah,LOST,Hero,exact,tt1081003,short,Lost,1910.0,"Drama,Short"
Claire Littleton,LOST,Outcast-Angel-Adventurer,exact,tt1081003,short,Lost,1910.0,"Drama,Short"
Jack Shephard,LOST,Hero,exact,tt1081003,short,Lost,1910.0,"Drama,Short"
Hurley Reyes,LOST,Outcast-Adventurer-Angel,exact,tt1081003,short,Lost,1910.0,"Drama,Short"
Shannon Rutherford,LOST,Demon-Diva,exact,tt1081003,short,Lost,1910.0,"Drama,Short"
Sawyer Ford,LOST,Lone Wolf-Adventurer-Demon,exact,tt1081003,short,Lost,1910.0,"Drama,Short"
Benjamin Linus,LOST,Hero-Geek-Demon,exact,tt1081003,short,Lost,1910.0,"Drama,Short"
Jin-Soo Kwon,LOST,Traditionalist-Hero,exact,tt1081003,short,Lost,1910.0,"Drama,Short"
Michael Dawson,LOST,Outcast,exact,tt1081003,short,Lost,1910.0,"Drama,Short"
Desmond Hume,LOST,Hero,exact,tt1081003,short,Lost,1910.0,"Drama,Short"
Sun-Hwa Kwon,LOST,Angel-Hero,exact,tt1081003,short,Lost,1910.0,"Drama,Short"
Kate Austen,LOST,Adventurer-Demon-Hero,exact,tt1081003,short,Lost,1910.0,"Drama,Short"
Charlie Pace,LOST,Outcast-Adventurer,exact,tt1081003,short,Lost,1910.0,"Drama,Short"
John Locke,LOST,Lone Wolf-Demon-Hero,exact,tt1081003,short,Lost,1910.0,"Drama,Short"
Juliet Burke,LOST,Hero,exact,tt1081003,short,Lost,1910.0,"Drama,Short"
Sherlock Holmes,Elementary,Geek-Demon-Hero,exact,tt5180240,movie,Elementary,2016.0,"Drama,Family"
Joan Watson,Elementary,Angel-Hero,exact,tt5180240,movie,Elementary,2016.0,"Drama,Family"
Marcus Bell,Elementary,Brute-Angel-Hero,exact,tt5180240,movie,Elementary,2016.0,"Drama,Family"
Nick Dunne,Gone Girl,Fool-Outcast-Demon,exact,tt2267998,movie,Gone Girl,2014.0,"Drama,Mystery,Thriller"
Amy Elliott Dunne,Gone Girl,Geek-Demon-Hero,exact,tt2267998,movie,Gone Girl,2014.0,"Drama,Mystery,Thriller"
Margo Dunne,Gone Girl,Lone Wolf-Hero-Outcast,exact,tt2267998,movie,Gone Girl,2014.0,"Drama,Mystery,Thriller"
Jay Gatsby,The Great Gatsby,Diva-Hero-Adventurer,exact,tt0016938,movie,The Great Gatsby,1926.0,Drama
Nick Carraway,The Great Gatsby,Diva-Outcast-Angel,exact,tt0016938,movie,The Great Gatsby,1926.0,Drama
Daisy Buchanan,The Great Gatsby,Adventurer-Diva,exact,tt0016938,movie,The Great Gatsby,1926.0,Drama
Tom Buchanan,The Great Gatsby,Brute-Demon,exact,tt0016938,movie,The Great Gatsby,1926.0,Drama
Myrtle Wilson,The Great Gatsby,Fool-Adventurer-Demon,exact,tt0016938,movie,The Great Gatsby,1926.0,Drama
Jordan Baker,The Great Gatsby,Demon-Sophisticate-Hero,exact,tt0016938,movie,The Great Gatsby,1926.0,Drama
Clarke Griffin,The 100,Hero,exact,tt2132479,short,The 100,2011.0,"Documentary,Drama,Short"
Bellamy Blake,The 100,Hero,exact,tt2132479,short,The 100,2011.0,"Documentary,Drama,Short"
Octavia Blake,The 100,Adventurer-Demon-Hero,exact,tt2132479,short,The 100,2011.0,"Documentary,Drama,Short"
Raven Reyes,The 100,Adventurer-Hero,exact,tt2132479,short,The 100,2011.0,"Documentary,Drama,Short"
Dr. Abigail Griffin,The 100,Hero,exact,tt2132479,short,The 100,2011.0,"Documentary,Drama,Short"
John Murphy,The 100,Demon,exact,tt2132479,short,The 100,2011.0,"Documentary,Drama,Short"
Marcus Kane,The 100,Hero,exact,tt2132479,short,The 100,2011.0,"Documentary,Drama,Short"
Monty Green,The 100,Hero-Angel,exact,tt2132479,short,The 100,2011.0,"Documentary,Drama,Short"
Nathan Miller,The 100,Outcast-Angel-Hero,exact,tt2132479,short,The 100,2011.0,"Documentary,Drama,Short"
Thelonious Jaha,The 100,Traditionalist-Hero-Demon,exact,tt2132479,short,The 100,2011.0,"Documentary,Drama,Short"
Charlie Harper,Two and a Half Men,Adventurer-Demon,exact,tt7226698,movie,Two and A Half Men,1991.0,"Comedy,Family"
Alan Harper,Two and a Half Men,Traditionalist-Diva-Outcast,exact,tt7226698,movie,Two and A Half Men,1991.0,"Comedy,Family"
Jake Harper,Two and a Half Men,Outcast-Adventurer-Fool,exact,tt7226698,movie,Two and A Half Men,1991.0,"Comedy,Family"
Berta,Two and a Half Men,Adventurer-Demon-Lone Wolf,exact,tt7226698,movie,Two and A Half Men,1991.0,"Comedy,Family"
Evelyn Harper,Two and a Half Men,Diva-Hero-Demon,exact,tt7226698,movie,Two and A Half Men,1991.0,"Comedy,Family"
Judith Harper-Melnick,Two and a Half Men,Traditionalist-Hero-Demon,exact,tt7226698,movie,Two and A Half Men,1991.0,"Comedy,Family"
Bella Swan,Twilight,Outcast,exact,tt0002545,short,Twilight,1912.0,"Drama,Romance,Short"
Edward Cullen,Twilight,Hero,exact,tt0002545,short,Twilight,1912.0,"Drama,Romance,Short"
Jacob Black,Twilight,Outcast-Brute-Adventurer,exact,tt0002545,short,Twilight,1912.0,"Drama,Romance,Short"
Charlie Swan,Twilight,Outcast-Traditionalist-Angel,exact,tt0002545,short,Twilight,1912.0,"Drama,Romance,Short"
Carlisle Cullen,Twilight,Angel-Hero,exact,tt0002545,short,Twilight,1912.0,"Drama,Romance,Short"
Esme Cullen,Twilight,Hero-Angel,exact,tt0002545,short,Twilight,1912.0,"Drama,Romance,Short"
Alice Cullen,Twilight,Angel-Hero-Adventurer,exact,tt0002545,short,Twilight,1912.0,"Drama,Romance,Short"
Emmett Cullen,Twilight,Brute-Adventurer,exact,tt0002545,short,Twilight,1912.0,"Drama,Romance,Short"
Rosalie Hale,Twilight,Demon-Hero,exact,tt0002545,short,Twilight,1912.0,"Drama,Romance,Short"
Jasper Hale,Twilight,Outcast-Traditionalist-Hero,exact,tt0002545,short,Twilight,1912.0,"Drama,Romance,Short"
Meredith Grey,Grey's Anatomy,Hero,exact,tt0413573,tvSeries,Grey's Anatomy,2005.0,"Drama,Romance"
Cristina Yang,Grey's Anatomy,Demon-Hero,exact,tt0413573,tvSeries,Grey's Anatomy,2005.0,"Drama,Romance"
Izzie Stevens,Grey's Anatomy,Diva-Adventurer,exact,tt0413573,tvSeries,Grey's Anatomy,2005.0,"Drama,Romance"
Alex Karev,Grey's Anatomy,Hero-Adventurer-Demon,exact,tt0413573,tvSeries,Grey's Anatomy,2005.0,"Drama,Romance"
George O'Malley,Grey's Anatomy,Outcast-Angel,exact,tt0413573,tvSeries,Grey's Anatomy,2005.0,"Drama,Romance"
Miranda Bailey,Grey's Anatomy,Hero,exact,tt0413573,tvSeries,Grey's Anatomy,2005.0,"Drama,Romance"
Richard Webber,Grey's Anatomy,Hero,exact,tt0413573,tvSeries,Grey's Anatomy,2005.0,"Drama,Romance"
Preston Burke,Grey's Anatomy,Demon-Traditionalist-Hero,exact,tt0413573,tvSeries,Grey's Anatomy,2005.0,"Drama,Romance"
Derek Shepherd,Grey's Anatomy,Adventurer-Hero,exact,tt0413573,tvSeries,Grey's Anatomy,2005.0,"Drama,Romance"
Addison Montgomery,Grey's Anatomy,Hero,exact,tt0413573,tvSeries,Grey's Anatomy,2005.0,"Drama,Romance"
Chris Washington,Get Out,Angel-Hero,exact,tt2095646,short,Get Out,2009.0,"Animation,Comedy,Mystery"
Rose Armitage,Get Out,Traditionalist-Hero-Demon,exact,tt2095646,short,Get Out,2009.0,"Animation,Comedy,Mystery"
Dean Armitage,Get Out,Diva-Hero-Demon,exact,tt2095646,short,Get Out,2009.0,"Animation,Comedy,Mystery"
Jeremy Armitage,Get Out,Demon,exact,tt2095646,short,Get Out,2009.0,"Animation,Comedy,Mystery"
Missy Armitage,Get Out,Traditionalist-Hero-Demon,exact,tt2095646,short,Get Out,2009.0,"Animation,Comedy,Mystery"
Rod Williams,Get Out,Angel-Hero-Adventurer,exact,tt2095646,short,Get Out,2009.0,"Animation,Comedy,Mystery"
Huckleberry Finn,Adventures of Huckleberry Finn,Adventurer,fuzzy,tt0031020,movie,The Adventures of Huckleberry Finn,1939.0,"Adventure,Drama,Family"
Jim,Adventures of Huckleberry Finn,Lone Wolf-Hero-Angel,fuzzy,tt0031020,movie,The Adventures of Huckleberry Finn,1939.0,"Adventure,Drama,Family"
Olivia Benson,Law & Order: SVU,Hero,,,,,,
John Munch,Law & Order: SVU,Hero,,,,,,
Donald Cragen,Law & Order: SVU,Traditionalist-Hero,,,,,,
Elliot Stabler,Law & Order: SVU,Brute-Hero,,,,,,
Odafin Tutuola,Law & Order: SVU,Lone Wolf-Hero,,,,,,
Melinda Warner,Law & Order: SVU,Angel-Hero,,,,,,
Mitch Buchannon,Baywatch,Brute-Adventurer-Hero,exact,tt1469304,movie,Baywatch,2017.0,"Action,Comedy,Crime"
Hobie Buchannon,Baywatch,Brute-Adventurer,exact,tt1469304,movie,Baywatch,2017.0,"Action,Comedy,Crime"
Michael 'Newmie' Newman,Baywatch,Brute-Hero,exact,tt1469304,movie,Baywatch,2017.0,"Action,Comedy,Crime"
C.J. Parker,Baywatch,Diva-Sophisticate-Adventurer,exact,tt1469304,movie,Baywatch,2017.0,"Action,Comedy,Crime"
Garner Ellerbee,Baywatch,Outcast-Brute-Hero,exact,tt1469304,movie,Baywatch,2017.0,"Action,Comedy,Crime"
Stephanie Holden,Baywatch,Hero,exact,tt1469304,movie,Baywatch,2017.0,"Action,Comedy,Crime"
Willy Wonka,Willy Wonka & the Chocolate Factory,Geek-Demon-Adventurer,exact,tt0067992,movie,Willy Wonka & the Chocolate Factory,1971.0,"Adventure,Comedy,Family"
Grandpa Joe,Willy Wonka & the Chocolate Factory,Adventurer-Outcast-Angel,exact,tt0067992,movie,Willy Wonka & the Chocolate Factory,1971.0,"Adventure,Comedy,Family"
Charlie Bucket,Willy Wonka & the Chocolate Factory,Angel,exact,tt0067992,movie,Willy Wonka & the Chocolate Factory,1971.0,"Adventure,Comedy,Family"
Buffy Summers,Buffy the Vampire Slayer,Adventurer-Hero,exact,tt0103893,movie,Buffy the Vampire Slayer,1992.0,"Action,Comedy,Fantasy"
Xander Harris,Buffy the Vampire Slayer,Fool-Adventurer-Outcast,exact,tt0103893,movie,Buffy the Vampire Slayer,1992.0,"Action,Comedy,Fantasy"
Willow Rosenberg,Buffy the Vampire Slayer,Geek-Hero-Angel,exact,tt0103893,movie,Buffy the Vampire Slayer,1992.0,"Action,Comedy,Fantasy"
Cordelia Chase,Buffy the Vampire Slayer,Hero-Demon-Diva,exact,tt0103893,movie,Buffy the Vampire Slayer,1992.0,"Action,Comedy,Fantasy"
Rupert Giles,Buffy the Vampire Slayer,Angel-Hero,exact,tt0103893,movie,Buffy the Vampire Slayer,1992.0,"Action,Comedy,Fantasy"
Angel,Buffy the Vampire Slayer,Outcast-Demon-Hero,exact,tt0103893,movie,Buffy the Vampire Slayer,1992.0,"Action,Comedy,Fantasy"
Jonas Kahnwald,Dark,Geek-Hero-Outcast,exact,tt0379235,movie,Dark,2003.0,Drama
Charlotte Doppler,Dark,Traditionalist-Hero,exact,tt0379235,movie,Dark,2003.0,Drama
Martha Nielsen,Dark,Hero,exact,tt0379235,movie,Dark,2003.0,Drama
Hannah Kahnwald,Dark,Outcast-Demon,exact,tt0379235,movie,Dark,2003.0,Drama
Peter Doppler,Dark,Geek-Traditionalist-Outcast,exact,tt0379235,movie,Dark,2003.0,Drama
Katharina Nielsen,Dark,Outcast-Demon-Hero,exact,tt0379235,movie,Dark,2003.0,Drama
Holden Ford,Mindhunter,Geek-Hero,exact,tt5290382,tvSeries,Mindhunter,2017.0,"Crime,Drama,Mystery"
Bill Tench,Mindhunter,Brute-Traditionalist-Hero,exact,tt5290382,tvSeries,Mindhunter,2017.0,"Crime,Drama,Mystery"
Dr. Wendy Carr,Mindhunter,Hero,exact,tt5290382,tvSeries,Mindhunter,2017.0,"Crime,Drama,Mystery"
Claire Randall,Outlander,Hero,exact,tt3006802,tvSeries,Outlander,2014.0,"Adventure,Drama,Fantasy"
Jamie Fraser,Outlander,Brute-Adventurer-Hero,exact,tt3006802,tvSeries,Outlander,2014.0,"Adventure,Drama,Fantasy"
Murtagh Fraser,Outlander,Outcast-Hero-Lone Wolf,exact,tt3006802,tvSeries,Outlander,2014.0,"Adventure,Drama,Fantasy"
Dr. Spencer Reid,Criminal Minds,Geek-Angel-Hero,exact,tt0452046,tvSeries,Criminal Minds,2005.0,"Crime,Drama,Mystery"
Penelope Garcia,Criminal Minds,Hero-Angel-Adventurer,exact,tt0452046,tvSeries,Criminal Minds,2005.0,"Crime,Drama,Mystery"
Jennifer Jareau,Criminal Minds,Angel-Hero,exact,tt0452046,tvSeries,Criminal Minds,2005.0,"Crime,Drama,Mystery"
David Rossi,Criminal Minds,Hero,exact,tt0452046,tvSeries,Criminal Minds,2005.0,"Crime,Drama,Mystery"
Aaron Hotchner,Criminal Minds,Traditionalist-Hero,exact,tt0452046,tvSeries,Criminal Minds,2005.0,"Crime,Drama,Mystery"
Derek Morgan,Criminal Minds,Brute-Adventurer-Hero,exact,tt0452046,tvSeries,Criminal Minds,2005.0,"Crime,Drama,Mystery"
Danny Ocean,Ocean's 11,Adventurer-Hero,exact,tt6252246,short,Ocean's 11,2017.0,"Comedy,Crime,Short"
Rusty Ryan,Ocean's 11,Sophisticate-Hero-Adventurer,exact,tt6252246,short,Ocean's 11,2017.0,"Comedy,Crime,Short"
Linus Caldwell,Ocean's 11,Outcast-Hero-Angel,exact,tt6252246,short,Ocean's 11,2017.0,"Comedy,Crime,Short"
Basher Tarr,Ocean's 11,Outcast-Hero-Adventurer,exact,tt6252246,short,Ocean's 11,2017.0,"Comedy,Crime,Short"
Terry Benedict,Ocean's 11,Traditionalist-Hero-Demon,exact,tt6252246,short,Ocean's 11,2017.0,"Comedy,Crime,Short"
Tess Ocean,Ocean's 11,Hero,exact,tt6252246,short,Ocean's 11,2017.0,"Comedy,Crime,Short"
Chris Kyle,American Sniper,Hero,exact,tt2179136,movie,American Sniper,2014.0,"Action,Biography,Drama"
Taya Kyle,American Sniper,Diva-Hero-Angel,exact,tt2179136,movie,American Sniper,2014.0,"Action,Biography,Drama"
Odysseus,The Odyssey,Adventurer-Demon-Hero,exact,tt0103504,tvSeries,The Odyssey,1992.0,"Adventure,Drama,Family"
Telemachus,The Odyssey,Brute-Outcast-Hero,exact,tt0103504,tvSeries,The Odyssey,1992.0,"Adventure,Drama,Family"
Penelope,The Odyssey,Angel-Hero,exact,tt0103504,tvSeries,The Odyssey,1992.0,"Adventure,Drama,Family"
John B,Outer Banks,Hero-Adventurer,exact,tt1860297,short,Outer Banks,2012.0,"Biography,Documentary,Drama"
Sarah Cameron,Outer Banks,Hero-Diva-Adventurer,exact,tt1860297,short,Outer Banks,2012.0,"Biography,Documentary,Drama"
Kiara,Outer Banks,Angel-Adventurer-Hero,exact,tt1860297,short,Outer Banks,2012.0,"Biography,Documentary,Drama"
Pope,Outer Banks,Hero-Angel,exact,tt1860297,short,Outer Banks,2012.0,"Biography,Documentary,Drama"
JJ,Outer Banks,Adventurer,exact,tt1860297,short,Outer Banks,2012.0,"Biography,Documentary,Drama"
Topper,Outer Banks,Brute-Diva-Demon,exact,tt1860297,short,Outer Banks,2012.0,"Biography,Documentary,Drama"
Prairie Johnson,The OA,Geek-Adventurer-Hero,exact,tt4635282,tvSeries,The OA,2016.0,"Drama,Fantasy,Mystery"
Homer,The OA,Hero-Outcast-Angel,exact,tt4635282,tvSeries,The OA,2016.0,"Drama,Fantasy,Mystery"
Steve Winchell,The OA,Demon-Outcast-Adventurer,exact,tt4635282,tvSeries,The OA,2016.0,"Drama,Fantasy,Mystery"
Hunter Aloysius Percy,The OA,Hero-Demon,exact,tt4635282,tvSeries,The OA,2016.0,"Drama,Fantasy,Mystery"
Buck Vu,The OA,Hero-Geek-Angel,exact,tt4635282,tvSeries,The OA,2016.0,"Drama,Fantasy,Mystery"
Cassie Thomas,Promising Young Woman,Demon-Hero,exact,tt9620292,movie,Promising Young Woman,2020.0,"Crime,Drama,Mystery"
Ryan Cooper,Promising Young Woman,Traditionalist-Diva,exact,tt9620292,movie,Promising Young Woman,2020.0,"Crime,Drama,Mystery"
Eric Forman,That 70's Show,Angel-Diva-Outcast,fuzzy,tt0165598,tvSeries,That '70s Show,1998.0,"Comedy,Drama,Romance"
Jackie Burkhart,That 70's Show,Demon-Adventurer-Diva,fuzzy,tt0165598,tvSeries,That '70s Show,1998.0,"Comedy,Drama,Romance"
